"","study","treatment","therm1","therm2","therm3","therm4"
"524",1,"Recycling Script by Gay Canvasser",11,11,NA,NA
"525",1,"Same-Sex Marriage Script by Gay Canvasser",50,44,NA,NA
"526",1,"Recycling Script by Gay Canvasser",59,57,NA,NA
"527",1,"No Contact",11,11,NA,NA
"528",1,"No Contact",51,51,NA,NA
"529",1,"No Contact",50,48,NA,NA
"530",1,"No Contact",75,75,NA,NA
"531",1,"Same-Sex Marriage Script by Gay Canvasser",84,84,NA,NA
"532",1,"No Contact",76,76,NA,NA
"533",1,"Recycling Script by Gay Canvasser",38,NA,NA,NA
"534",1,"No Contact",38,38,NA,NA
"535",1,"Same-Sex Marriage Script by Gay Canvasser",97,97,NA,NA
"536",1,"Same-Sex Marriage Script by Gay Canvasser",89,89,NA,NA
"537",1,"Same-Sex Marriage Script by Gay Canvasser",52,52,NA,NA
"538",1,"Same-Sex Marriage Script by Gay Canvasser",70,70,NA,NA
"539",1,"No Contact",11,11,NA,NA
"540",1,"Recycling Script by Gay Canvasser",40,40,NA,NA
"541",1,"Recycling Script by Gay Canvasser",50,52,NA,NA
"542",1,"No Contact",90,NA,NA,NA
"543",1,"Recycling Script by Straight Canvasser",50,54,NA,NA
"544",1,"Recycling Script by Straight Canvasser",100,100,NA,NA
"545",1,"Same-Sex Marriage Script by Gay Canvasser",50,54,NA,NA
"546",1,"Recycling Script by Straight Canvasser",3,3,NA,NA
"547",1,"Recycling Script by Straight Canvasser",70,70,NA,NA
"548",1,"Same-Sex Marriage Script by Gay Canvasser",51,56,NA,NA
"549",1,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,NA
"550",1,"Recycling Script by Straight Canvasser",100,95,NA,NA
"551",1,"Recycling Script by Straight Canvasser",93,NA,NA,NA
"552",1,"Recycling Script by Gay Canvasser",78,85,NA,NA
"553",1,"Recycling Script by Gay Canvasser",25,25,NA,NA
"554",1,"No Contact",88,88,NA,NA
"555",1,"Same-Sex Marriage Script by Gay Canvasser",87,87,NA,NA
"556",1,"Recycling Script by Gay Canvasser",40,NA,NA,NA
"557",1,"Recycling Script by Gay Canvasser",51,51,NA,NA
"558",1,"No Contact",72,72,NA,NA
"559",1,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,NA
"560",1,"Same-Sex Marriage Script by Gay Canvasser",8,8,NA,NA
"561",1,"Same-Sex Marriage Script by Gay Canvasser",91,91,NA,NA
"562",1,"No Contact",66,66,NA,NA
"563",1,"Same-Sex Marriage Script by Gay Canvasser",53,NA,NA,NA
"564",1,"Same-Sex Marriage Script by Gay Canvasser",85,82,NA,NA
"565",1,"Same-Sex Marriage Script by Gay Canvasser",95,99,NA,NA
"566",1,"Same-Sex Marriage Script by Gay Canvasser",1,1,NA,NA
"567",1,"No Contact",51,51,NA,NA
"568",1,"No Contact",93,93,NA,NA
"569",1,"Same-Sex Marriage Script by Gay Canvasser",34,NA,NA,NA
"570",1,"No Contact",97,97,NA,NA
"571",1,"No Contact",50,48,NA,NA
"572",1,"No Contact",90,90,NA,NA
"573",1,"No Contact",50,NA,NA,NA
"574",1,"No Contact",82,82,NA,NA
"575",1,"Recycling Script by Gay Canvasser",53,53,NA,NA
"576",1,"Recycling Script by Gay Canvasser",78,78,NA,NA
"577",1,"No Contact",51,51,NA,NA
"578",1,"No Contact",15,15,NA,NA
"579",1,"No Contact",49,49,NA,NA
"580",1,"No Contact",50,50,NA,NA
"581",1,"No Contact",3,3,NA,NA
"582",1,"No Contact",100,100,NA,NA
"583",1,"Same-Sex Marriage Script by Gay Canvasser",90,93,NA,NA
"584",1,"Recycling Script by Gay Canvasser",85,85,NA,NA
"585",1,"No Contact",97,97,NA,NA
"586",1,"No Contact",50,52,NA,NA
"587",1,"Same-Sex Marriage Script by Straight Canvasser",100,100,NA,NA
"588",1,"Same-Sex Marriage Script by Straight Canvasser",9,9,NA,NA
"589",1,"No Contact",87,87,NA,NA
"590",1,"No Contact",96,96,NA,NA
"591",1,"Recycling Script by Gay Canvasser",24,24,NA,NA
"592",1,"No Contact",45,45,NA,NA
"593",1,"No Contact",6,6,NA,NA
"594",1,"No Contact",50,52,NA,NA
"595",1,"Same-Sex Marriage Script by Straight Canvasser",57,57,NA,NA
"596",1,"No Contact",94,94,NA,NA
"597",1,"Same-Sex Marriage Script by Straight Canvasser",50,45,NA,NA
"598",1,"Same-Sex Marriage Script by Straight Canvasser",100,95,NA,NA
"599",1,"Recycling Script by Straight Canvasser",91,91,NA,NA
"600",1,"Recycling Script by Gay Canvasser",15,23,NA,NA
"601",1,"Recycling Script by Gay Canvasser",50,51,NA,NA
"602",1,"Recycling Script by Straight Canvasser",100,97,NA,NA
"603",1,"Same-Sex Marriage Script by Straight Canvasser",75,NA,NA,NA
"604",1,"No Contact",88,88,NA,NA
"605",1,"No Contact",51,51,NA,NA
"606",1,"No Contact",100,100,NA,NA
"607",1,"No Contact",63,63,NA,NA
"608",1,"No Contact",50,48,NA,NA
"609",1,"No Contact",1,1,NA,NA
"610",1,"No Contact",75,75,NA,NA
"611",1,"No Contact",100,100,NA,NA
"612",1,"No Contact",51,51,NA,NA
"613",1,"No Contact",100,NA,NA,NA
"614",1,"No Contact",81,81,NA,NA
"615",1,"No Contact",51,51,NA,NA
"616",1,"No Contact",99,99,NA,NA
"617",1,"No Contact",44,NA,NA,NA
"618",1,"No Contact",51,51,NA,NA
"619",1,"No Contact",1,NA,NA,NA
"620",1,"No Contact",94,94,NA,NA
"621",1,"Same-Sex Marriage Script by Straight Canvasser",50,54,NA,NA
"622",1,"No Contact",12,12,NA,NA
"623",1,"No Contact",90,90,NA,NA
"624",1,"No Contact",12,12,NA,NA
"625",1,"No Contact",50,55,NA,NA
"626",1,"No Contact",50,48,NA,NA
"627",1,"No Contact",73,NA,NA,NA
"628",1,"No Contact",69,69,NA,NA
"629",1,"No Contact",9,9,NA,NA
"630",1,"No Contact",70,70,NA,NA
"631",1,"Same-Sex Marriage Script by Gay Canvasser",71,71,NA,NA
"632",1,"Same-Sex Marriage Script by Gay Canvasser",61,61,NA,NA
"633",1,"No Contact",57,57,NA,NA
"634",1,"Same-Sex Marriage Script by Straight Canvasser",97,97,NA,NA
"635",1,"No Contact",84,84,NA,NA
"636",1,"No Contact",52,NA,NA,NA
"637",1,"No Contact",72,72,NA,NA
"638",1,"No Contact",100,97,NA,NA
"639",1,"No Contact",50,NA,NA,NA
"640",1,"No Contact",75,75,NA,NA
"641",1,"No Contact",100,91,NA,NA
"642",1,"Recycling Script by Gay Canvasser",2,2,NA,NA
"643",1,"No Contact",7,7,NA,NA
"644",1,"No Contact",1,1,NA,NA
"645",1,"No Contact",52,52,NA,NA
"646",1,"No Contact",56,56,NA,NA
"647",1,"Recycling Script by Gay Canvasser",3,3,NA,NA
"648",1,"Recycling Script by Gay Canvasser",41,41,NA,NA
"649",1,"Same-Sex Marriage Script by Straight Canvasser",25,25,NA,NA
"650",1,"No Contact",50,59,NA,NA
"651",1,"Recycling Script by Gay Canvasser",100,100,NA,NA
"652",1,"No Contact",100,100,NA,NA
"653",1,"No Contact",98,98,NA,NA
"654",1,"Same-Sex Marriage Script by Gay Canvasser",78,79,NA,NA
"655",1,"No Contact",6,6,NA,NA
"656",1,"No Contact",65,65,NA,NA
"657",1,"Same-Sex Marriage Script by Gay Canvasser",50,49,NA,NA
"658",1,"Same-Sex Marriage Script by Gay Canvasser",93,93,NA,NA
"659",1,"Same-Sex Marriage Script by Straight Canvasser",50,48,NA,NA
"660",1,"Same-Sex Marriage Script by Straight Canvasser",46,44,NA,NA
"661",1,"No Contact",50,50,NA,NA
"662",1,"No Contact",50,50,NA,NA
"663",1,"No Contact",1,1,NA,NA
"664",1,"Same-Sex Marriage Script by Straight Canvasser",20,22,NA,NA
"665",1,"Same-Sex Marriage Script by Straight Canvasser",15,16,NA,NA
"666",1,"Recycling Script by Gay Canvasser",50,50,NA,NA
"667",1,"Recycling Script by Gay Canvasser",100,98,NA,NA
"668",1,"Recycling Script by Gay Canvasser",69,69,NA,NA
"669",1,"Recycling Script by Gay Canvasser",53,53,NA,NA
"670",1,"Recycling Script by Gay Canvasser",4,4,NA,NA
"671",1,"No Contact",50,50,NA,NA
"672",1,"Same-Sex Marriage Script by Straight Canvasser",100,100,NA,NA
"673",1,"Recycling Script by Straight Canvasser",93,93,NA,NA
"674",1,"Same-Sex Marriage Script by Straight Canvasser",41,41,NA,NA
"675",1,"Same-Sex Marriage Script by Straight Canvasser",62,NA,NA,NA
"676",1,"Same-Sex Marriage Script by Straight Canvasser",66,66,NA,NA
"677",1,"No Contact",87,87,NA,NA
"678",1,"No Contact",95,95,NA,NA
"679",1,"Same-Sex Marriage Script by Gay Canvasser",100,98,NA,NA
"680",1,"Same-Sex Marriage Script by Gay Canvasser",93,NA,NA,NA
"681",1,"No Contact",98,98,NA,NA
"682",1,"Recycling Script by Gay Canvasser",92,89,NA,NA
"683",1,"Recycling Script by Gay Canvasser",41,41,NA,NA
"684",1,"No Contact",100,95,NA,NA
"685",1,"Same-Sex Marriage Script by Gay Canvasser",77,NA,NA,NA
"686",1,"Same-Sex Marriage Script by Gay Canvasser",82,NA,NA,NA
"687",1,"Recycling Script by Straight Canvasser",45,NA,NA,NA
"688",1,"No Contact",2,2,NA,NA
"689",1,"No Contact",2,2,NA,NA
"690",1,"No Contact",50,51,NA,NA
"691",1,"Recycling Script by Gay Canvasser",37,37,NA,NA
"692",1,"Recycling Script by Gay Canvasser",50,55,NA,NA
"693",1,"No Contact",91,NA,NA,NA
"694",1,"Same-Sex Marriage Script by Straight Canvasser",24,NA,NA,NA
"695",1,"Same-Sex Marriage Script by Straight Canvasser",72,72,NA,NA
"696",1,"No Contact",49,49,NA,NA
"697",1,"No Contact",100,100,NA,NA
"698",1,"Same-Sex Marriage Script by Straight Canvasser",96,96,NA,NA
"699",1,"Same-Sex Marriage Script by Straight Canvasser",52,52,NA,NA
"700",1,"Same-Sex Marriage Script by Straight Canvasser",21,21,NA,NA
"701",1,"Same-Sex Marriage Script by Straight Canvasser",52,NA,NA,NA
"702",1,"No Contact",94,94,NA,NA
"703",1,"No Contact",91,91,NA,NA
"704",1,"No Contact",52,52,NA,NA
"705",1,"No Contact",53,NA,NA,NA
"706",1,"Recycling Script by Straight Canvasser",46,46,NA,NA
"707",1,"Recycling Script by Straight Canvasser",50,51,NA,NA
"708",1,"No Contact",90,90,NA,NA
"709",1,"Recycling Script by Gay Canvasser",100,100,NA,NA
"710",1,"Recycling Script by Gay Canvasser",75,75,NA,NA
"711",1,"No Contact",19,19,NA,NA
"712",1,"Recycling Script by Gay Canvasser",70,70,NA,NA
"713",1,"Recycling Script by Gay Canvasser",5,5,NA,NA
"714",1,"No Contact",71,71,NA,NA
"715",1,"No Contact",61,61,NA,NA
"716",1,"Same-Sex Marriage Script by Straight Canvasser",50,56,NA,NA
"717",1,"Same-Sex Marriage Script by Straight Canvasser",50,46,NA,NA
"718",1,"No Contact",100,94,NA,NA
"719",1,"No Contact",69,69,NA,NA
"720",1,"No Contact",12,12,NA,NA
"721",1,"No Contact",92,92,NA,NA
"722",1,"Recycling Script by Gay Canvasser",5,5,NA,NA
"723",1,"Recycling Script by Gay Canvasser",50,44,NA,NA
"724",1,"Same-Sex Marriage Script by Straight Canvasser",56,67,NA,NA
"725",1,"Recycling Script by Straight Canvasser",31,NA,NA,NA
"726",1,"Recycling Script by Straight Canvasser",69,69,NA,NA
"727",1,"Same-Sex Marriage Script by Gay Canvasser",50,45,NA,NA
"728",1,"Same-Sex Marriage Script by Gay Canvasser",29,29,NA,NA
"729",1,"No Contact",59,59,NA,NA
"730",1,"No Contact",89,89,NA,NA
"731",1,"No Contact",50,56,NA,NA
"732",1,"No Contact",70,70,NA,NA
"733",1,"No Contact",100,NA,NA,NA
"734",1,"Recycling Script by Straight Canvasser",11,11,NA,NA
"735",1,"Recycling Script by Straight Canvasser",79,79,NA,NA
"736",1,"Recycling Script by Straight Canvasser",32,32,NA,NA
"737",1,"No Contact",72,72,NA,NA
"738",1,"Recycling Script by Straight Canvasser",79,79,NA,NA
"739",1,"Recycling Script by Straight Canvasser",100,NA,NA,NA
"740",1,"No Contact",97,97,NA,NA
"741",1,"No Contact",89,89,NA,NA
"742",1,"Same-Sex Marriage Script by Straight Canvasser",50,51,NA,NA
"743",1,"Same-Sex Marriage Script by Straight Canvasser",65,65,NA,NA
"744",1,"No Contact",90,90,NA,NA
"745",1,"No Contact",50,49,NA,NA
"746",1,"No Contact",4,4,NA,NA
"747",1,"No Contact",100,100,NA,NA
"748",1,"No Contact",50,57,NA,NA
"749",1,"No Contact",51,51,NA,NA
"750",1,"No Contact",100,100,NA,NA
"751",1,"Recycling Script by Straight Canvasser",32,32,NA,NA
"752",1,"Recycling Script by Straight Canvasser",10,10,NA,NA
"753",1,"No Contact",40,NA,NA,NA
"754",1,"No Contact",89,NA,NA,NA
"755",1,"No Contact",50,54,NA,NA
"756",1,"No Contact",100,100,NA,NA
"757",1,"No Contact",50,49,NA,NA
"758",1,"No Contact",22,22,NA,NA
"759",1,"No Contact",93,93,NA,NA
"760",1,"No Contact",83,83,NA,NA
"761",1,"No Contact",54,54,NA,NA
"762",1,"No Contact",50,NA,NA,NA
"763",1,"No Contact",50,55,NA,NA
"764",1,"No Contact",87,87,NA,NA
"765",1,"No Contact",80,80,NA,NA
"766",1,"No Contact",42,42,NA,NA
"767",1,"Recycling Script by Gay Canvasser",89,89,NA,NA
"768",1,"Same-Sex Marriage Script by Gay Canvasser",50,52,NA,NA
"769",1,"No Contact",90,90,NA,NA
"770",1,"No Contact",41,41,NA,NA
"771",1,"No Contact",50,51,NA,NA
"772",1,"No Contact",80,80,NA,NA
"773",1,"Recycling Script by Gay Canvasser",72,72,NA,NA
"774",1,"Recycling Script by Gay Canvasser",53,53,NA,NA
"775",1,"Recycling Script by Gay Canvasser",50,52,NA,NA
"776",1,"Recycling Script by Gay Canvasser",50,49,NA,NA
"777",1,"Same-Sex Marriage Script by Gay Canvasser",90,90,NA,NA
"778",1,"No Contact",61,61,NA,NA
"779",1,"No Contact",99,99,NA,NA
"780",1,"No Contact",19,19,NA,NA
"781",1,"No Contact",78,78,NA,NA
"782",1,"Recycling Script by Gay Canvasser",20,20,NA,NA
"783",1,"Recycling Script by Straight Canvasser",7,7,NA,NA
"784",1,"Recycling Script by Straight Canvasser",50,48,NA,NA
"785",1,"Recycling Script by Gay Canvasser",50,54,NA,NA
"786",1,"Recycling Script by Straight Canvasser",40,40,NA,NA
"787",1,"No Contact",100,97,NA,NA
"788",1,"No Contact",84,84,NA,NA
"789",1,"No Contact",76,NA,NA,NA
"790",1,"No Contact",72,72,NA,NA
"791",1,"No Contact",50,52,NA,NA
"792",1,"No Contact",2,2,NA,NA
"793",1,"Recycling Script by Straight Canvasser",50,49,NA,NA
"794",1,"Recycling Script by Straight Canvasser",50,51,NA,NA
"795",1,"Recycling Script by Straight Canvasser",50,51,NA,NA
"796",1,"No Contact",52,52,NA,NA
"797",1,"No Contact",48,48,NA,NA
"798",1,"No Contact",84,NA,NA,NA
"799",1,"No Contact",100,100,NA,NA
"800",1,"No Contact",75,75,NA,NA
"801",1,"No Contact",6,6,NA,NA
"802",1,"No Contact",30,30,NA,NA
"803",1,"No Contact",31,31,NA,NA
"804",1,"No Contact",7,7,NA,NA
"805",1,"No Contact",53,NA,NA,NA
"806",1,"No Contact",50,44,NA,NA
"807",1,"No Contact",11,11,NA,NA
"808",1,"No Contact",80,80,NA,NA
"809",1,"No Contact",62,62,NA,NA
"810",1,"No Contact",68,68,NA,NA
"811",1,"No Contact",50,46,NA,NA
"812",1,"No Contact",51,51,NA,NA
"813",1,"Same-Sex Marriage Script by Straight Canvasser",100,91,NA,NA
"814",1,"Same-Sex Marriage Script by Straight Canvasser",91,91,NA,NA
"815",1,"Recycling Script by Gay Canvasser",50,51,NA,NA
"816",1,"Recycling Script by Gay Canvasser",100,NA,NA,NA
"817",1,"Recycling Script by Gay Canvasser",77,NA,NA,NA
"818",1,"No Contact",50,60,NA,NA
"819",1,"No Contact",95,95,NA,NA
"820",1,"No Contact",52,52,NA,NA
"821",1,"No Contact",7,7,NA,NA
"822",1,"No Contact",10,10,NA,NA
"823",1,"Recycling Script by Gay Canvasser",100,97,NA,NA
"824",1,"Recycling Script by Gay Canvasser",30,30,NA,NA
"825",1,"Recycling Script by Gay Canvasser",12,12,NA,NA
"826",1,"Recycling Script by Gay Canvasser",61,61,NA,NA
"827",1,"Recycling Script by Straight Canvasser",10,10,NA,NA
"828",1,"Same-Sex Marriage Script by Gay Canvasser",50,48,NA,NA
"829",1,"Same-Sex Marriage Script by Gay Canvasser",7,7,NA,NA
"830",1,"Same-Sex Marriage Script by Gay Canvasser",50,NA,NA,NA
"831",1,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,NA
"832",1,"Recycling Script by Straight Canvasser",5,NA,NA,NA
"833",1,"Recycling Script by Straight Canvasser",50,51,NA,NA
"834",1,"Recycling Script by Straight Canvasser",50,45,NA,NA
"835",1,"Same-Sex Marriage Script by Gay Canvasser",15,15,NA,NA
"836",1,"Same-Sex Marriage Script by Gay Canvasser",2,2,NA,NA
"837",1,"No Contact",7,7,NA,NA
"838",1,"No Contact",20,20,NA,NA
"839",1,"No Contact",71,71,NA,NA
"840",1,"No Contact",72,72,NA,NA
"841",1,"Same-Sex Marriage Script by Gay Canvasser",28,30,NA,NA
"842",1,"Same-Sex Marriage Script by Gay Canvasser",35,NA,NA,NA
"843",1,"Same-Sex Marriage Script by Straight Canvasser",19,29,NA,NA
"844",1,"Same-Sex Marriage Script by Straight Canvasser",10,11,NA,NA
"845",1,"No Contact",90,90,NA,NA
"846",1,"No Contact",59,59,NA,NA
"847",1,"No Contact",87,87,NA,NA
"848",1,"No Contact",50,47,NA,NA
"849",1,"Same-Sex Marriage Script by Straight Canvasser",50,50,NA,NA
"850",1,"Same-Sex Marriage Script by Straight Canvasser",43,43,NA,NA
"851",1,"Same-Sex Marriage Script by Straight Canvasser",88,88,NA,NA
"852",1,"Recycling Script by Straight Canvasser",1,NA,NA,NA
"853",1,"Recycling Script by Straight Canvasser",6,6,NA,NA
"854",1,"Recycling Script by Straight Canvasser",69,69,NA,NA
"855",1,"No Contact",59,59,NA,NA
"856",1,"No Contact",100,100,NA,NA
"857",1,"No Contact",100,93,NA,NA
"858",1,"No Contact",50,NA,NA,NA
"859",1,"Recycling Script by Straight Canvasser",30,30,NA,NA
"860",1,"No Contact",97,NA,NA,NA
"861",1,"No Contact",30,30,NA,NA
"862",1,"Recycling Script by Straight Canvasser",55,55,NA,NA
"863",1,"No Contact",1,1,NA,NA
"864",1,"No Contact",52,52,NA,NA
"865",1,"Recycling Script by Straight Canvasser",2,2,NA,NA
"866",1,"Recycling Script by Gay Canvasser",70,70,NA,NA
"867",1,"Recycling Script by Gay Canvasser",40,40,NA,NA
"868",1,"No Contact",100,100,NA,NA
"869",1,"No Contact",86,86,NA,NA
"870",1,"No Contact",70,70,NA,NA
"871",1,"Same-Sex Marriage Script by Gay Canvasser",51,64,NA,NA
"872",1,"Same-Sex Marriage Script by Gay Canvasser",82,80,NA,NA
"873",1,"Same-Sex Marriage Script by Gay Canvasser",59,65,NA,NA
"874",1,"Same-Sex Marriage Script by Straight Canvasser",89,NA,NA,NA
"875",1,"No Contact",50,49,NA,NA
"876",1,"No Contact",80,80,NA,NA
"877",1,"No Contact",67,67,NA,NA
"878",1,"Recycling Script by Straight Canvasser",58,58,NA,NA
"879",1,"Same-Sex Marriage Script by Gay Canvasser",100,NA,NA,NA
"880",1,"Same-Sex Marriage Script by Gay Canvasser",65,65,NA,NA
"881",1,"No Contact",54,54,NA,NA
"882",1,"Recycling Script by Straight Canvasser",50,47,NA,NA
"883",1,"Recycling Script by Straight Canvasser",6,3,NA,NA
"884",1,"Recycling Script by Straight Canvasser",96,96,NA,NA
"885",1,"Recycling Script by Gay Canvasser",50,57,NA,NA
"886",1,"Same-Sex Marriage Script by Gay Canvasser",15,15,NA,NA
"887",1,"Same-Sex Marriage Script by Gay Canvasser",50,53,NA,NA
"888",1,"No Contact",3,3,NA,NA
"889",1,"No Contact",40,NA,NA,NA
"890",1,"No Contact",51,51,NA,NA
"891",1,"No Contact",50,48,NA,NA
"892",1,"No Contact",90,90,NA,NA
"893",1,"No Contact",57,57,NA,NA
"894",1,"No Contact",52,52,NA,NA
"895",1,"Recycling Script by Gay Canvasser",99,99,NA,NA
"896",1,"Recycling Script by Gay Canvasser",76,76,NA,NA
"897",1,"Recycling Script by Straight Canvasser",100,98,NA,NA
"898",1,"No Contact",62,62,NA,NA
"899",1,"No Contact",50,47,NA,NA
"900",1,"Recycling Script by Gay Canvasser",54,54,NA,NA
"901",1,"No Contact",29,NA,NA,NA
"902",1,"No Contact",20,20,NA,NA
"903",1,"Recycling Script by Straight Canvasser",3,3,NA,NA
"904",1,"Recycling Script by Straight Canvasser",91,91,NA,NA
"905",1,"Same-Sex Marriage Script by Gay Canvasser",11,11,NA,NA
"906",1,"Same-Sex Marriage Script by Gay Canvasser",45,45,NA,NA
"907",1,"No Contact",99,99,NA,NA
"908",1,"No Contact",100,100,NA,NA
"909",1,"Recycling Script by Straight Canvasser",85,87,NA,NA
"910",1,"Recycling Script by Straight Canvasser",90,90,NA,NA
"911",1,"Recycling Script by Gay Canvasser",60,60,NA,NA
"912",1,"Recycling Script by Gay Canvasser",95,95,NA,NA
"913",1,"No Contact",96,96,NA,NA
"914",1,"No Contact",93,NA,NA,NA
"915",1,"No Contact",70,70,NA,NA
"916",1,"No Contact",55,55,NA,NA
"917",1,"Recycling Script by Gay Canvasser",50,45,NA,NA
"918",1,"Recycling Script by Gay Canvasser",96,99,NA,NA
"919",1,"Recycling Script by Gay Canvasser",50,46,NA,NA
"920",1,"No Contact",6,6,NA,NA
"921",1,"Same-Sex Marriage Script by Straight Canvasser",52,52,NA,NA
"922",1,"No Contact",62,NA,NA,NA
"923",1,"No Contact",50,49,NA,NA
"924",1,"Recycling Script by Straight Canvasser",26,26,NA,NA
"925",1,"Recycling Script by Straight Canvasser",89,89,NA,NA
"926",1,"No Contact",51,51,NA,NA
"927",1,"Recycling Script by Straight Canvasser",51,51,NA,NA
"928",1,"Recycling Script by Straight Canvasser",46,44,NA,NA
"929",1,"No Contact",50,NA,NA,NA
"930",1,"No Contact",67,67,NA,NA
"931",1,"Recycling Script by Straight Canvasser",1,1,NA,NA
"932",1,"Recycling Script by Straight Canvasser",83,83,NA,NA
"933",1,"Recycling Script by Gay Canvasser",83,83,NA,NA
"934",1,"Recycling Script by Gay Canvasser",99,96,NA,NA
"935",1,"Same-Sex Marriage Script by Gay Canvasser",59,59,NA,NA
"936",1,"Recycling Script by Straight Canvasser",1,1,NA,NA
"937",1,"Same-Sex Marriage Script by Gay Canvasser",58,58,NA,NA
"938",1,"No Contact",70,70,NA,NA
"939",1,"Same-Sex Marriage Script by Gay Canvasser",50,53,NA,NA
"940",1,"Same-Sex Marriage Script by Gay Canvasser",1,1,NA,NA
"941",1,"No Contact",40,NA,NA,NA
"942",1,"No Contact",52,52,NA,NA
"943",1,"No Contact",100,97,NA,NA
"944",1,"Same-Sex Marriage Script by Gay Canvasser",78,78,NA,NA
"945",1,"Same-Sex Marriage Script by Gay Canvasser",56,NA,NA,NA
"946",1,"Same-Sex Marriage Script by Gay Canvasser",81,81,NA,NA
"947",1,"Same-Sex Marriage Script by Gay Canvasser",99,100,NA,NA
"948",1,"No Contact",70,70,NA,NA
"949",1,"No Contact",51,51,NA,NA
"950",1,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,NA
"951",1,"Same-Sex Marriage Script by Gay Canvasser",50,53,NA,NA
"952",1,"Recycling Script by Straight Canvasser",13,13,NA,NA
"953",1,"Recycling Script by Straight Canvasser",90,90,NA,NA
"954",1,"Same-Sex Marriage Script by Gay Canvasser",50,57,NA,NA
"955",1,"Same-Sex Marriage Script by Gay Canvasser",97,100,NA,NA
"956",1,"Same-Sex Marriage Script by Gay Canvasser",11,11,NA,NA
"957",1,"Same-Sex Marriage Script by Gay Canvasser",50,51,NA,NA
"958",1,"Same-Sex Marriage Script by Gay Canvasser",50,49,NA,NA
"959",1,"No Contact",53,53,NA,NA
"960",1,"No Contact",50,47,NA,NA
"961",1,"No Contact",53,53,NA,NA
"962",1,"No Contact",33,33,NA,NA
"963",1,"No Contact",50,43,NA,NA
"964",1,"Recycling Script by Gay Canvasser",32,32,NA,NA
"965",1,"No Contact",100,98,NA,NA
"966",1,"No Contact",80,80,NA,NA
"967",1,"Same-Sex Marriage Script by Gay Canvasser",50,55,NA,NA
"968",1,"Recycling Script by Gay Canvasser",48,49,NA,NA
"969",1,"Same-Sex Marriage Script by Straight Canvasser",74,74,NA,NA
"970",1,"Same-Sex Marriage Script by Straight Canvasser",52,52,NA,NA
"971",1,"No Contact",46,46,NA,NA
"972",1,"Recycling Script by Straight Canvasser",68,68,NA,NA
"973",1,"No Contact",53,53,NA,NA
"974",1,"No Contact",42,42,NA,NA
"975",1,"No Contact",99,NA,NA,NA
"976",1,"Recycling Script by Straight Canvasser",53,53,NA,NA
"977",1,"Recycling Script by Straight Canvasser",100,NA,NA,NA
"978",1,"Recycling Script by Straight Canvasser",61,61,NA,NA
"979",1,"Recycling Script by Straight Canvasser",50,40,NA,NA
"980",1,"Recycling Script by Gay Canvasser",50,51,NA,NA
"981",1,"Recycling Script by Gay Canvasser",49,48,NA,NA
