"","study","treatment","therm1","therm2","therm3","therm4"
"1967",2,"No Contact",48,57,67,47
"1968",2,"No Contact",63,64,63,55
"1969",2,"Same-Sex Marriage Script by Gay Canvasser",93,92,100,100
"1970",2,"Same-Sex Marriage Script by Gay Canvasser",53,48,52,46
"1971",2,"Same-Sex Marriage Script by Gay Canvasser",50,48,NA,50
"1972",2,"No Contact",50,50,55,32
"1973",2,"No Contact",90,96,82,100
"1974",2,"Same-Sex Marriage Script by Gay Canvasser",97,NA,100,100
"1975",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,100
"1976",2,"No Contact",50,50,59,58
"1977",2,"No Contact",90,81,80,100
"1978",2,"No Contact",12,11,3,6
"1979",2,"No Contact",51,37,53,45
"1980",2,"Same-Sex Marriage Script by Gay Canvasser",52,49,48,54
"1981",2,"Same-Sex Marriage Script by Gay Canvasser",6,NA,0,3
"1982",2,"No Contact",100,98,100,89
"1983",2,"Same-Sex Marriage Script by Gay Canvasser",77,78,89,69
"1984",2,"Same-Sex Marriage Script by Gay Canvasser",96,77,97,94
"1985",2,"No Contact",6,7,25,2
"1986",2,"Same-Sex Marriage Script by Gay Canvasser",53,37,55,53
"1987",2,"Same-Sex Marriage Script by Gay Canvasser",98,100,99,100
"1988",2,"No Contact",16,17,18,3
"1989",2,"Same-Sex Marriage Script by Gay Canvasser",76,66,66,80
"1990",2,"No Contact",11,24,6,NA
"1991",2,"No Contact",68,59,72,68
"1992",2,"Same-Sex Marriage Script by Gay Canvasser",91,86,84,85
"1993",2,"No Contact",51,39,NA,NA
"1994",2,"No Contact",50,58,43,57
"1995",2,"No Contact",56,53,44,53
"1996",2,"Same-Sex Marriage Script by Gay Canvasser",60,NA,63,62
"1997",2,"No Contact",90,96,98,82
"1998",2,"Same-Sex Marriage Script by Gay Canvasser",50,51,48,43
"1999",2,"No Contact",60,NA,62,60
"2000",2,"Same-Sex Marriage Script by Gay Canvasser",100,96,NA,96
"2001",2,"Same-Sex Marriage Script by Gay Canvasser",74,71,NA,72
"2002",2,"Same-Sex Marriage Script by Gay Canvasser",50,48,62,NA
"2003",2,"No Contact",50,53,50,54
"2004",2,"No Contact",100,98,100,100
"2005",2,"Same-Sex Marriage Script by Gay Canvasser",86,84,89,89
"2006",2,"Same-Sex Marriage Script by Gay Canvasser",41,45,NA,47
"2007",2,"No Contact",50,47,55,51
"2008",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,98
"2009",2,"No Contact",100,100,100,100
"2010",2,"Same-Sex Marriage Script by Gay Canvasser",78,NA,88,80
"2011",2,"Same-Sex Marriage Script by Gay Canvasser",100,99,99,100
"2012",2,"No Contact",71,72,52,69
"2013",2,"Same-Sex Marriage Script by Gay Canvasser",69,80,72,66
"2014",2,"Same-Sex Marriage Script by Gay Canvasser",50,56,47,61
"2015",2,"Same-Sex Marriage Script by Gay Canvasser",52,64,65,61
"2016",2,"No Contact",98,91,100,93
"2017",2,"Same-Sex Marriage Script by Gay Canvasser",50,51,NA,54
"2018",2,"Same-Sex Marriage Script by Gay Canvasser",63,NA,62,68
"2019",2,"No Contact",34,31,42,49
"2020",2,"No Contact",4,7,9,NA
"2021",2,"No Contact",81,84,67,73
"2022",2,"No Contact",40,35,42,34
"2023",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,100
"2024",2,"No Contact",33,33,32,23
"2025",2,"Same-Sex Marriage Script by Gay Canvasser",87,NA,NA,77
"2026",2,"Same-Sex Marriage Script by Gay Canvasser",49,56,57,34
"2027",2,"No Contact",50,45,62,58
"2028",2,"Same-Sex Marriage Script by Gay Canvasser",52,46,79,64
"2029",2,"No Contact",60,58,NA,48
"2030",2,"No Contact",100,100,95,94
"2031",2,"Same-Sex Marriage Script by Gay Canvasser",80,70,NA,82
"2032",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,100
"2033",2,"Same-Sex Marriage Script by Gay Canvasser",1,6,0,0
"2034",2,"No Contact",52,49,59,NA
"2035",2,"Same-Sex Marriage Script by Gay Canvasser",51,84,92,100
"2036",2,"Same-Sex Marriage Script by Gay Canvasser",29,20,21,18
"2037",2,"No Contact",3,3,17,0
"2038",2,"Same-Sex Marriage Script by Gay Canvasser",90,93,100,66
"2039",2,"No Contact",50,45,36,49
"2040",2,"No Contact",100,100,95,98
"2041",2,"No Contact",61,64,NA,67
"2042",2,"No Contact",32,NA,36,35
"2043",2,"No Contact",100,NA,99,100
"2044",2,"Same-Sex Marriage Script by Gay Canvasser",50,66,55,37
"2045",2,"No Contact",100,NA,NA,100
"2046",2,"No Contact",91,NA,100,81
"2047",2,"Same-Sex Marriage Script by Gay Canvasser",93,93,NA,82
"2048",2,"No Contact",47,35,NA,NA
"2049",2,"Same-Sex Marriage Script by Gay Canvasser",77,NA,92,89
"2050",2,"No Contact",22,28,27,19
"2051",2,"Same-Sex Marriage Script by Gay Canvasser",37,22,39,44
"2052",2,"Same-Sex Marriage Script by Gay Canvasser",11,29,25,28
"2053",2,"No Contact",98,94,93,100
"2054",2,"No Contact",100,100,100,100
"2055",2,"No Contact",72,80,69,83
"2056",2,"No Contact",32,NA,35,38
"2057",2,"No Contact",51,46,49,43
"2058",2,"No Contact",50,50,48,47
"2059",2,"Same-Sex Marriage Script by Gay Canvasser",50,49,42,53
"2060",2,"Same-Sex Marriage Script by Gay Canvasser",50,65,72,83
"2061",2,"Same-Sex Marriage Script by Gay Canvasser",17,NA,24,19
"2062",2,"No Contact",47,NA,52,38
"2063",2,"No Contact",53,NA,59,55
"2064",2,"No Contact",50,49,49,49
"2065",2,"No Contact",50,48,NA,NA
"2066",2,"Same-Sex Marriage Script by Gay Canvasser",95,94,97,98
"2067",2,"Same-Sex Marriage Script by Gay Canvasser",98,96,100,86
"2068",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,100
"2069",2,"No Contact",4,NA,NA,8
"2070",2,"No Contact",21,11,13,7
"2071",2,"Same-Sex Marriage Script by Gay Canvasser",50,48,NA,48
"2072",2,"No Contact",100,100,100,100
"2073",2,"Same-Sex Marriage Script by Gay Canvasser",100,93,92,NA
"2074",2,"No Contact",41,43,46,33
"2075",2,"No Contact",100,NA,98,89
"2076",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,100
"2077",2,"No Contact",70,62,79,65
"2078",2,"Same-Sex Marriage Script by Gay Canvasser",79,78,98,79
"2079",2,"Same-Sex Marriage Script by Gay Canvasser",100,99,94,100
"2080",2,"Same-Sex Marriage Script by Gay Canvasser",67,69,64,65
"2081",2,"Same-Sex Marriage Script by Gay Canvasser",100,NA,100,100
"2082",2,"No Contact",50,49,47,45
"2083",2,"Same-Sex Marriage Script by Gay Canvasser",99,100,NA,95
"2084",2,"Same-Sex Marriage Script by Gay Canvasser",49,NA,62,59
"2085",2,"No Contact",85,NA,92,95
"2086",2,"Same-Sex Marriage Script by Gay Canvasser",93,98,97,80
"2087",2,"No Contact",79,NA,63,71
"2088",2,"No Contact",47,49,27,48
"2089",2,"No Contact",43,25,52,57
"2090",2,"Same-Sex Marriage Script by Gay Canvasser",29,NA,22,23
"2091",2,"Same-Sex Marriage Script by Gay Canvasser",1,10,8,NA
"2092",2,"No Contact",47,NA,50,40
"2093",2,"Same-Sex Marriage Script by Gay Canvasser",43,31,45,44
"2094",2,"No Contact",50,47,52,51
"2095",2,"Same-Sex Marriage Script by Gay Canvasser",50,40,60,64
"2096",2,"Same-Sex Marriage Script by Gay Canvasser",95,100,100,NA
"2097",2,"No Contact",30,33,38,38
"2098",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,96,100
"2099",2,"Same-Sex Marriage Script by Gay Canvasser",50,50,52,58
"2100",2,"Same-Sex Marriage Script by Gay Canvasser",99,100,83,92
"2101",2,"Same-Sex Marriage Script by Gay Canvasser",92,100,NA,100
"2102",2,"Same-Sex Marriage Script by Gay Canvasser",100,95,NA,95
"2103",2,"No Contact",50,48,52,53
"2104",2,"Same-Sex Marriage Script by Gay Canvasser",88,100,NA,100
"2105",2,"No Contact",99,100,NA,100
"2106",2,"Same-Sex Marriage Script by Gay Canvasser",43,47,58,51
"2107",2,"No Contact",100,97,NA,89
"2108",2,"No Contact",50,53,NA,50
"2109",2,"Same-Sex Marriage Script by Gay Canvasser",5,17,4,15
"2110",2,"Same-Sex Marriage Script by Gay Canvasser",50,44,62,44
"2111",2,"Same-Sex Marriage Script by Gay Canvasser",3,0,NA,7
"2112",2,"No Contact",100,100,100,100
"2113",2,"No Contact",16,26,23,NA
"2114",2,"No Contact",68,69,45,56
"2115",2,"Same-Sex Marriage Script by Gay Canvasser",65,NA,71,73
"2116",2,"Same-Sex Marriage Script by Gay Canvasser",84,96,89,81
"2117",2,"Same-Sex Marriage Script by Gay Canvasser",23,28,38,18
"2118",2,"Same-Sex Marriage Script by Gay Canvasser",50,49,50,46
"2119",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,97
"2120",2,"Same-Sex Marriage Script by Gay Canvasser",53,47,67,58
"2121",2,"Same-Sex Marriage Script by Gay Canvasser",99,94,100,95
"2122",2,"No Contact",100,96,98,NA
"2123",2,"Same-Sex Marriage Script by Gay Canvasser",71,83,78,73
"2124",2,"Same-Sex Marriage Script by Gay Canvasser",64,NA,77,82
"2125",2,"Same-Sex Marriage Script by Gay Canvasser",82,100,98,100
"2126",2,"No Contact",50,50,45,NA
"2127",2,"No Contact",72,74,75,67
"2128",2,"Same-Sex Marriage Script by Gay Canvasser",48,35,53,58
"2129",2,"Same-Sex Marriage Script by Gay Canvasser",100,97,98,93
"2130",2,"Same-Sex Marriage Script by Gay Canvasser",56,54,48,67
"2131",2,"Same-Sex Marriage Script by Gay Canvasser",95,100,98,99
"2132",2,"Same-Sex Marriage Script by Gay Canvasser",50,44,50,51
"2133",2,"Same-Sex Marriage Script by Gay Canvasser",68,70,78,65
"2134",2,"No Contact",74,85,90,67
"2135",2,"Same-Sex Marriage Script by Gay Canvasser",50,51,62,62
"2136",2,"No Contact",50,47,56,47
"2137",2,"Same-Sex Marriage Script by Gay Canvasser",7,6,8,12
"2138",2,"Same-Sex Marriage Script by Gay Canvasser",2,6,NA,NA
"2139",2,"No Contact",50,49,50,48
"2140",2,"Same-Sex Marriage Script by Gay Canvasser",28,36,39,29
"2141",2,"No Contact",94,95,100,95
"2142",2,"Same-Sex Marriage Script by Gay Canvasser",97,100,96,90
"2143",2,"Same-Sex Marriage Script by Gay Canvasser",50,46,52,53
"2144",2,"No Contact",50,NA,51,48
"2145",2,"No Contact",1,0,5,0
"2146",2,"Same-Sex Marriage Script by Gay Canvasser",94,97,87,99
"2147",2,"Same-Sex Marriage Script by Gay Canvasser",50,50,51,50
"2148",2,"Same-Sex Marriage Script by Gay Canvasser",44,34,59,33
"2149",2,"Same-Sex Marriage Script by Gay Canvasser",52,NA,55,52
"2150",2,"Same-Sex Marriage Script by Gay Canvasser",69,62,77,78
"2151",2,"No Contact",94,100,77,100
"2152",2,"No Contact",100,NA,95,100
"2153",2,"No Contact",87,82,85,100
"2154",2,"Same-Sex Marriage Script by Gay Canvasser",50,41,45,59
"2155",2,"No Contact",50,51,50,52
"2156",2,"Same-Sex Marriage Script by Gay Canvasser",15,16,23,31
"2157",2,"Same-Sex Marriage Script by Gay Canvasser",60,52,NA,63
"2158",2,"No Contact",74,75,90,NA
"2159",2,"No Contact",70,86,71,69
"2160",2,"No Contact",31,29,41,41
"2161",2,"No Contact",50,51,58,50
"2162",2,"No Contact",48,42,53,55
"2163",2,"Same-Sex Marriage Script by Gay Canvasser",97,99,100,96
"2164",2,"Same-Sex Marriage Script by Gay Canvasser",100,98,100,100
"2165",2,"No Contact",50,49,50,64
"2166",2,"Same-Sex Marriage Script by Gay Canvasser",72,67,84,69
"2167",2,"No Contact",1,0,NA,0
"2168",2,"Same-Sex Marriage Script by Gay Canvasser",100,94,NA,100
"2169",2,"No Contact",76,68,95,83
"2170",2,"Same-Sex Marriage Script by Gay Canvasser",50,29,44,57
"2171",2,"Same-Sex Marriage Script by Gay Canvasser",54,53,30,51
"2172",2,"Same-Sex Marriage Script by Gay Canvasser",8,NA,16,NA
"2173",2,"No Contact",52,57,44,55
"2174",2,"No Contact",40,30,30,32
"2175",2,"Same-Sex Marriage Script by Gay Canvasser",100,80,98,NA
"2176",2,"No Contact",31,29,23,35
"2177",2,"Same-Sex Marriage Script by Gay Canvasser",48,71,NA,59
"2178",2,"Same-Sex Marriage Script by Gay Canvasser",10,26,NA,22
"2179",2,"Same-Sex Marriage Script by Gay Canvasser",76,70,70,91
"2180",2,"Same-Sex Marriage Script by Gay Canvasser",31,28,7,29
"2181",2,"Same-Sex Marriage Script by Gay Canvasser",41,NA,40,46
"2182",2,"No Contact",100,100,NA,100
"2183",2,"No Contact",15,21,7,11
"2184",2,"Same-Sex Marriage Script by Gay Canvasser",50,51,51,48
"2185",2,"No Contact",100,97,100,96
"2186",2,"Same-Sex Marriage Script by Gay Canvasser",50,52,52,37
"2187",2,"No Contact",51,57,71,NA
"2188",2,"Same-Sex Marriage Script by Gay Canvasser",50,52,50,40
"2189",2,"No Contact",75,59,80,88
"2190",2,"No Contact",98,100,93,100
"2191",2,"No Contact",56,47,61,NA
"2192",2,"Same-Sex Marriage Script by Gay Canvasser",61,77,79,76
"2193",2,"Same-Sex Marriage Script by Gay Canvasser",100,98,94,95
"2194",2,"Same-Sex Marriage Script by Gay Canvasser",50,51,50,59
"2195",2,"No Contact",100,96,99,98
"2196",2,"No Contact",63,58,57,63
"2197",2,"Same-Sex Marriage Script by Gay Canvasser",50,63,59,64
"2198",2,"No Contact",75,86,49,NA
"2199",2,"No Contact",100,97,100,100
"2200",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,92
"2201",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,95,100
"2202",2,"No Contact",37,35,42,33
"2203",2,"No Contact",50,51,49,53
"2204",2,"No Contact",48,50,33,47
"2205",2,"Same-Sex Marriage Script by Gay Canvasser",20,14,26,12
"2206",2,"Same-Sex Marriage Script by Gay Canvasser",69,58,86,77
"2207",2,"No Contact",95,91,80,88
"2208",2,"Same-Sex Marriage Script by Gay Canvasser",50,NA,52,46
"2209",2,"No Contact",2,13,5,1
"2210",2,"Same-Sex Marriage Script by Gay Canvasser",79,89,85,80
"2211",2,"Same-Sex Marriage Script by Gay Canvasser",50,54,48,44
"2212",2,"Same-Sex Marriage Script by Gay Canvasser",99,100,100,100
"2213",2,"No Contact",50,48,51,46
"2214",2,"No Contact",50,50,56,59
"2215",2,"No Contact",59,72,72,65
"2216",2,"No Contact",50,48,50,50
"2217",2,"Same-Sex Marriage Script by Gay Canvasser",67,64,75,69
"2218",2,"No Contact",52,NA,38,59
"2219",2,"Same-Sex Marriage Script by Gay Canvasser",63,68,70,69
"2220",2,"Same-Sex Marriage Script by Gay Canvasser",50,53,39,64
"2221",2,"No Contact",3,0,0,1
"2222",2,"No Contact",48,54,44,58
"2223",2,"Same-Sex Marriage Script by Gay Canvasser",12,NA,9,0
"2224",2,"No Contact",51,59,58,37
"2225",2,"No Contact",56,40,NA,56
"2226",2,"No Contact",72,73,68,67
"2227",2,"Same-Sex Marriage Script by Gay Canvasser",1,NA,32,30
"2228",2,"Same-Sex Marriage Script by Gay Canvasser",47,45,54,55
"2229",2,"No Contact",52,NA,60,NA
"2230",2,"No Contact",100,100,96,97
"2231",2,"Same-Sex Marriage Script by Gay Canvasser",50,64,47,59
"2232",2,"No Contact",74,74,78,70
"2233",2,"Same-Sex Marriage Script by Gay Canvasser",52,NA,49,44
"2234",2,"No Contact",51,43,45,37
"2235",2,"No Contact",76,70,88,NA
"2236",2,"Same-Sex Marriage Script by Gay Canvasser",50,44,51,41
"2237",2,"Same-Sex Marriage Script by Gay Canvasser",100,NA,100,100
"2238",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,100
"2239",2,"Same-Sex Marriage Script by Gay Canvasser",42,NA,33,NA
"2240",2,"Same-Sex Marriage Script by Gay Canvasser",73,NA,88,82
"2241",2,"No Contact",51,NA,NA,52
"2242",2,"No Contact",7,10,14,3
"2243",2,"Same-Sex Marriage Script by Gay Canvasser",13,19,16,9
"2244",2,"No Contact",99,96,92,89
"2245",2,"No Contact",98,93,99,NA
"2246",2,"No Contact",69,51,55,59
"2247",2,"No Contact",81,80,91,67
"2248",2,"No Contact",50,51,53,46
"2249",2,"Same-Sex Marriage Script by Gay Canvasser",70,NA,94,98
"2250",2,"No Contact",62,55,67,69
"2251",2,"Same-Sex Marriage Script by Gay Canvasser",100,NA,100,100
"2252",2,"No Contact",87,77,86,96
"2253",2,"No Contact",96,96,NA,NA
"2254",2,"Same-Sex Marriage Script by Gay Canvasser",92,85,100,98
"2255",2,"No Contact",100,97,94,91
"2256",2,"Same-Sex Marriage Script by Gay Canvasser",40,NA,60,63
"2257",2,"No Contact",51,54,59,58
"2258",2,"Same-Sex Marriage Script by Gay Canvasser",20,37,NA,34
"2259",2,"Same-Sex Marriage Script by Gay Canvasser",33,35,47,34
"2260",2,"Same-Sex Marriage Script by Gay Canvasser",88,83,83,NA
"2261",2,"Same-Sex Marriage Script by Gay Canvasser",13,NA,21,8
"2262",2,"No Contact",99,91,100,100
"2263",2,"Same-Sex Marriage Script by Gay Canvasser",96,100,99,100
"2264",2,"Same-Sex Marriage Script by Gay Canvasser",70,73,67,86
"2265",2,"Same-Sex Marriage Script by Gay Canvasser",86,90,88,82
"2266",2,"Same-Sex Marriage Script by Gay Canvasser",50,51,57,46
"2267",2,"No Contact",4,1,0,2
"2268",2,"No Contact",50,51,45,51
"2269",2,"No Contact",100,100,100,100
"2270",2,"Same-Sex Marriage Script by Gay Canvasser",80,84,70,85
"2271",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,95,100
"2272",2,"No Contact",30,27,29,32
"2273",2,"No Contact",51,47,43,47
"2274",2,"Same-Sex Marriage Script by Gay Canvasser",94,100,NA,100
"2275",2,"Same-Sex Marriage Script by Gay Canvasser",66,82,NA,67
"2276",2,"Same-Sex Marriage Script by Gay Canvasser",100,99,100,98
"2277",2,"Same-Sex Marriage Script by Gay Canvasser",55,33,60,49
"2278",2,"Same-Sex Marriage Script by Gay Canvasser",56,56,56,62
"2279",2,"No Contact",88,NA,100,89
"2280",2,"No Contact",95,NA,100,98
"2281",2,"No Contact",100,100,NA,97
"2282",2,"Same-Sex Marriage Script by Gay Canvasser",65,61,59,67
"2283",2,"No Contact",76,98,74,68
"2284",2,"Same-Sex Marriage Script by Gay Canvasser",54,65,NA,65
"2285",2,"Same-Sex Marriage Script by Gay Canvasser",50,51,52,51
"2286",2,"Same-Sex Marriage Script by Gay Canvasser",50,47,43,49
"2287",2,"Same-Sex Marriage Script by Gay Canvasser",92,98,100,78
"2288",2,"No Contact",18,25,14,21
"2289",2,"No Contact",62,NA,60,51
"2290",2,"Same-Sex Marriage Script by Gay Canvasser",51,NA,45,56
"2291",2,"No Contact",50,NA,42,NA
"2292",2,"Same-Sex Marriage Script by Gay Canvasser",91,91,86,98
"2293",2,"Same-Sex Marriage Script by Gay Canvasser",52,46,56,62
"2294",2,"No Contact",30,NA,27,31
"2295",2,"Same-Sex Marriage Script by Gay Canvasser",100,95,96,89
"2296",2,"No Contact",100,95,100,100
"2297",2,"Same-Sex Marriage Script by Gay Canvasser",32,39,40,25
"2298",2,"No Contact",50,52,56,48
"2299",2,"No Contact",78,79,90,NA
"2300",2,"No Contact",59,63,69,55
"2301",2,"Same-Sex Marriage Script by Gay Canvasser",90,100,87,88
"2302",2,"Same-Sex Marriage Script by Gay Canvasser",50,74,NA,73
"2303",2,"No Contact",6,0,7,10
"2304",2,"No Contact",50,46,46,48
"2305",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,100
"2306",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,92,100
"2307",2,"Same-Sex Marriage Script by Gay Canvasser",70,71,50,76
"2308",2,"No Contact",50,NA,NA,56
"2309",2,"Same-Sex Marriage Script by Gay Canvasser",50,45,50,50
"2310",2,"Same-Sex Marriage Script by Gay Canvasser",4,0,9,8
"2311",2,"Same-Sex Marriage Script by Gay Canvasser",71,82,80,72
"2312",2,"Same-Sex Marriage Script by Gay Canvasser",98,NA,100,90
"2313",2,"No Contact",51,54,57,66
"2314",2,"Same-Sex Marriage Script by Gay Canvasser",87,92,95,82
"2315",2,"Same-Sex Marriage Script by Gay Canvasser",39,31,31,34
"2316",2,"No Contact",80,86,76,82
"2317",2,"Same-Sex Marriage Script by Gay Canvasser",100,98,98,88
"2318",2,"Same-Sex Marriage Script by Gay Canvasser",100,NA,100,100
"2319",2,"No Contact",60,50,69,75
"2320",2,"Same-Sex Marriage Script by Gay Canvasser",99,75,91,86
"2321",2,"No Contact",66,NA,72,63
"2322",2,"Same-Sex Marriage Script by Gay Canvasser",50,49,47,43
"2323",2,"Same-Sex Marriage Script by Gay Canvasser",51,48,39,54
"2324",2,"No Contact",100,NA,97,100
"2325",2,"Same-Sex Marriage Script by Gay Canvasser",80,73,95,66
"2326",2,"No Contact",100,100,NA,100
"2327",2,"No Contact",97,94,96,100
"2328",2,"No Contact",85,86,89,77
"2329",2,"No Contact",1,1,0,2
"2330",2,"No Contact",50,48,46,55
"2331",2,"No Contact",50,NA,54,56
"2332",2,"No Contact",24,22,6,10
"2333",2,"Same-Sex Marriage Script by Gay Canvasser",22,19,17,23
"2334",2,"Same-Sex Marriage Script by Gay Canvasser",86,79,100,88
"2335",2,"Same-Sex Marriage Script by Gay Canvasser",50,52,47,60
"2336",2,"Same-Sex Marriage Script by Gay Canvasser",99,100,NA,95
"2337",2,"Same-Sex Marriage Script by Gay Canvasser",100,96,100,100
"2338",2,"No Contact",87,77,58,97
"2339",2,"No Contact",50,52,45,44
"2340",2,"Same-Sex Marriage Script by Gay Canvasser",25,11,24,28
"2341",2,"No Contact",78,NA,87,85
"2342",2,"No Contact",66,82,73,72
"2343",2,"No Contact",27,NA,19,NA
"2344",2,"No Contact",63,NA,NA,NA
"2345",2,"No Contact",50,50,NA,58
"2346",2,"Same-Sex Marriage Script by Gay Canvasser",50,50,57,41
"2347",2,"No Contact",1,0,6,NA
"2348",2,"Same-Sex Marriage Script by Gay Canvasser",41,30,NA,59
"2349",2,"Same-Sex Marriage Script by Gay Canvasser",100,NA,100,100
"2350",2,"No Contact",65,NA,59,59
"2351",2,"No Contact",51,42,48,NA
"2352",2,"No Contact",67,76,NA,68
"2353",2,"Same-Sex Marriage Script by Gay Canvasser",51,56,43,56
"2354",2,"No Contact",100,99,95,100
"2355",2,"Same-Sex Marriage Script by Gay Canvasser",61,54,57,75
"2356",2,"No Contact",4,8,0,6
"2357",2,"No Contact",50,NA,NA,48
"2358",2,"No Contact",60,68,58,57
"2359",2,"Same-Sex Marriage Script by Gay Canvasser",50,65,62,65
"2360",2,"Same-Sex Marriage Script by Gay Canvasser",90,100,100,84
"2361",2,"No Contact",100,98,97,NA
"2362",2,"No Contact",50,50,48,50
"2363",2,"No Contact",62,67,59,46
"2364",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,100
"2365",2,"No Contact",61,63,59,51
"2366",2,"Same-Sex Marriage Script by Gay Canvasser",50,49,NA,NA
"2367",2,"Same-Sex Marriage Script by Gay Canvasser",60,68,58,67
"2368",2,"No Contact",3,6,0,0
"2369",2,"Same-Sex Marriage Script by Gay Canvasser",90,86,NA,96
"2370",2,"Same-Sex Marriage Script by Gay Canvasser",44,NA,57,42
"2371",2,"Same-Sex Marriage Script by Gay Canvasser",98,95,100,99
"2372",2,"Same-Sex Marriage Script by Gay Canvasser",9,25,14,10
"2373",2,"No Contact",94,95,98,100
"2374",2,"No Contact",50,NA,52,50
"2375",2,"No Contact",50,NA,56,49
"2376",2,"No Contact",50,55,50,51
"2377",2,"Same-Sex Marriage Script by Gay Canvasser",60,77,71,71
"2378",2,"No Contact",2,8,0,14
"2379",2,"Same-Sex Marriage Script by Gay Canvasser",95,99,92,79
"2380",2,"No Contact",99,100,100,100
"2381",2,"Same-Sex Marriage Script by Gay Canvasser",31,30,28,39
"2382",2,"No Contact",76,69,NA,71
"2383",2,"No Contact",100,100,100,92
"2384",2,"Same-Sex Marriage Script by Gay Canvasser",13,11,15,29
"2385",2,"Same-Sex Marriage Script by Gay Canvasser",69,62,71,64
"2386",2,"No Contact",94,100,NA,82
"2387",2,"Same-Sex Marriage Script by Gay Canvasser",3,0,10,11
"2388",2,"No Contact",50,51,45,61
"2389",2,"Same-Sex Marriage Script by Gay Canvasser",100,98,NA,NA
"2390",2,"Same-Sex Marriage Script by Gay Canvasser",50,48,NA,57
"2391",2,"Same-Sex Marriage Script by Gay Canvasser",50,68,NA,78
"2392",2,"Same-Sex Marriage Script by Gay Canvasser",15,19,2,0
"2393",2,"Same-Sex Marriage Script by Gay Canvasser",100,99,NA,100
"2394",2,"No Contact",41,41,52,32
"2395",2,"No Contact",50,NA,49,49
"2396",2,"Same-Sex Marriage Script by Gay Canvasser",75,NA,89,89
"2397",2,"Same-Sex Marriage Script by Gay Canvasser",53,63,71,56
"2398",2,"Same-Sex Marriage Script by Gay Canvasser",60,75,50,NA
"2399",2,"Same-Sex Marriage Script by Gay Canvasser",57,45,59,70
"2400",2,"Same-Sex Marriage Script by Gay Canvasser",48,46,45,32
"2401",2,"No Contact",100,99,96,96
"2402",2,"No Contact",50,55,47,48
"2403",2,"No Contact",52,73,56,50
"2404",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,92,NA
"2405",2,"Same-Sex Marriage Script by Gay Canvasser",50,41,64,44
"2406",2,"Same-Sex Marriage Script by Gay Canvasser",52,52,59,NA
"2407",2,"Same-Sex Marriage Script by Gay Canvasser",3,NA,0,9
"2408",2,"No Contact",34,38,24,31
"2409",2,"Same-Sex Marriage Script by Gay Canvasser",96,93,100,NA
"2410",2,"Same-Sex Marriage Script by Gay Canvasser",23,18,15,30
"2411",2,"Same-Sex Marriage Script by Gay Canvasser",61,48,68,63
"2412",2,"No Contact",3,1,0,18
"2413",2,"Same-Sex Marriage Script by Gay Canvasser",3,17,NA,45
"2414",2,"No Contact",51,41,49,53
"2415",2,"No Contact",80,72,75,NA
"2416",2,"Same-Sex Marriage Script by Gay Canvasser",98,98,100,100
"2417",2,"No Contact",97,100,NA,100
"2418",2,"No Contact",30,43,36,20
"2419",2,"Same-Sex Marriage Script by Gay Canvasser",75,70,68,92
"2420",2,"Same-Sex Marriage Script by Gay Canvasser",95,100,100,98
"2421",2,"Same-Sex Marriage Script by Gay Canvasser",88,88,94,92
"2422",2,"Same-Sex Marriage Script by Gay Canvasser",24,22,26,NA
"2423",2,"No Contact",50,NA,52,48
"2424",2,"Same-Sex Marriage Script by Gay Canvasser",8,12,0,11
"2425",2,"Same-Sex Marriage Script by Gay Canvasser",62,78,78,78
"2426",2,"No Contact",75,65,81,75
"2427",2,"No Contact",50,NA,40,43
"2428",2,"Same-Sex Marriage Script by Gay Canvasser",86,NA,100,NA
"2429",2,"No Contact",20,NA,NA,32
"2430",2,"No Contact",100,100,96,91
"2431",2,"Same-Sex Marriage Script by Gay Canvasser",100,93,100,100
"2432",2,"Same-Sex Marriage Script by Gay Canvasser",50,48,55,49
"2433",2,"Same-Sex Marriage Script by Gay Canvasser",2,0,7,14
"2434",2,"Same-Sex Marriage Script by Gay Canvasser",93,89,100,70
"2435",2,"Same-Sex Marriage Script by Gay Canvasser",50,48,42,41
"2436",2,"Same-Sex Marriage Script by Gay Canvasser",40,48,42,36
"2437",2,"No Contact",50,47,53,52
"2438",2,"No Contact",81,81,67,86
"2439",2,"No Contact",53,57,67,60
"2440",2,"Same-Sex Marriage Script by Gay Canvasser",25,41,32,40
"2441",2,"Same-Sex Marriage Script by Gay Canvasser",100,100,100,100
