"","PWGTP","SEX","AGEP","CIT","COW","ENG","FER","JWMNP","LANX","MAR","SCHL","WAGP","ESR","WKHP","WRK","NATIVITY","PINCP","ENG_c","CIT_c","Work_Class","FER_c","SEX_c","AGE_C"
"198",51,1,36,4,1,3,NA,45,1,1,"21",84000,1,40,1,2,84000,"Not Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"199",57,2,28,4,1,3,2,NA,1,1,"21",0,6,NA,2,2,0,"Not Well","US Citizen by Naturalization","Private","No","Female","19-30"
"200",45,1,1,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"201",66,2,33,1,1,1,2,30,1,1,"20",60000,1,40,1,1,60200,"Very Well","Born in US","Private","No","Female","31-64"
"202",77,1,30,1,1,1,NA,60,1,1,"18",30000,1,40,1,1,30000,"Very Well","Born in US","Private",NA,"Male","19-30"
"203",106,2,1,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"204",217,1,62,1,1,NA,NA,60,2,1,"19",62000,1,40,1,1,62000,NA,"Born in US","Private",NA,"Male","31-64"
"205",212,2,62,4,1,1,NA,45,1,1,"16",65000,1,40,1,2,65000,"Very Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"206",340,1,25,1,1,NA,NA,30,2,5,"19",40000,1,40,1,1,40000,NA,"Born in US","Private",NA,"Male","19-30"
"207",287,2,23,1,NA,NA,2,NA,2,5,"16",0,6,NA,2,1,7200,NA,"Born in US",NA,"No","Female","19-30"
"208",45,1,72,1,NA,NA,NA,NA,2,1,"21",0,6,NA,2,1,11600,NA,"Born in US",NA,NA,"Male","65-75"
"209",51,2,62,4,1,1,NA,50,1,1,"22",565000,1,40,1,2,565000,"Very Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"210",77,2,89,4,NA,4,NA,NA,1,2,"21",0,6,NA,2,2,3000,"Not at all","US Citizen by Naturalization",NA,NA,"Female","over 75"
"211",102,1,34,5,1,2,NA,80,1,1,"22",182000,1,40,1,2,182000,"Well","Not a citizen of the US","Private",NA,"Male","31-64"
"212",101,2,34,5,1,1,2,60,1,1,"22",120000,1,40,1,2,120000,"Very Well","Not a citizen of the US","Private","No","Female","31-64"
"213",55,1,74,4,NA,2,NA,NA,1,1,"21",0,6,NA,2,2,20100,"Well","US Citizen by Naturalization",NA,NA,"Male","65-75"
"214",48,2,71,4,NA,1,NA,NA,1,1,"21",0,6,NA,2,2,20430,"Very Well","US Citizen by Naturalization",NA,NA,"Female","65-75"
"215",54,1,69,1,3,NA,NA,45,2,1,"16",90000,1,40,1,1,90050,NA,"Born in US","Government",NA,"Male","65-75"
"216",47,2,65,1,4,NA,NA,25,2,1,"16",28000,1,30,1,1,28050,NA,"Born in US","Government",NA,"Female","65-75"
"217",70,2,38,4,1,3,2,15,1,3,"16",16100,1,29,1,2,17300,"Not Well","US Citizen by Naturalization","Private","No","Female","31-64"
"218",67,2,14,3,NA,1,NA,NA,1,5,"12",NA,NA,NA,NA,1,NA,"Very Well","Born Abroad by American Parent",NA,NA,"Female","14-18"
"219",67,2,12,1,NA,1,NA,NA,1,5,"09",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"220",159,2,68,1,NA,NA,NA,NA,2,1,"19",0,6,NA,2,1,21800,NA,"Born in US",NA,NA,"Female","65-75"
"221",136,1,67,1,NA,NA,NA,NA,2,1,"16",0,6,NA,2,1,20800,NA,"Born in US",NA,NA,"Male","65-75"
"222",61,2,87,1,NA,3,NA,NA,1,3,"13",0,6,NA,2,1,15200,"Not Well","Born in US",NA,NA,"Female","over 75"
"223",107,1,39,1,2,NA,NA,20,2,5,"22",46000,1,60,1,1,46000,NA,"Born in US","Private",NA,"Male","31-64"
"224",63,2,85,4,NA,3,NA,NA,1,2,"08",0,6,NA,2,2,20800,"Not Well","US Citizen by Naturalization",NA,NA,"Female","over 75"
"225",39,1,25,1,3,NA,NA,20,2,5,"23",60000,1,40,1,1,60000,NA,"Born in US","Government",NA,"Male","19-30"
"226",53,1,25,1,1,NA,NA,15,2,5,"21",70000,1,45,1,1,70000,NA,"Born in US","Private",NA,"Male","19-30"
"227",69,1,43,4,1,1,NA,40,1,1,"20",1e+05,1,40,1,2,1e+05,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"228",72,2,46,4,NA,1,2,NA,1,1,"21",0,6,NA,NA,2,0,"Very Well","US Citizen by Naturalization",NA,"No","Female","31-64"
"229",80,1,22,1,1,NA,NA,40,2,5,"16",7000,1,30,NA,1,7000,NA,"Born in US","Private",NA,"Male","19-30"
"230",74,2,13,1,NA,NA,NA,NA,2,5,"10",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","6-13"
"231",36,2,85,4,NA,1,NA,NA,1,2,"17",0,6,NA,2,2,23000,"Very Well","US Citizen by Naturalization",NA,NA,"Female","over 75"
"232",155,1,53,1,1,1,NA,NA,1,5,"16",60000,2,40,1,1,60030,"Very Well","Born in US","Private",NA,"Male","31-64"
"233",146,2,65,4,NA,1,NA,NA,1,2,"19",0,6,NA,2,2,28830,"Very Well","US Citizen by Naturalization",NA,NA,"Female","65-75"
"234",74,1,50,1,3,NA,NA,45,2,1,"19",65000,1,40,1,1,65000,NA,"Born in US","Government",NA,"Male","31-64"
"235",76,2,49,1,3,NA,2,15,2,1,"20",1e+05,1,40,1,1,1e+05,NA,"Born in US","Government","No","Female","31-64"
"236",95,2,22,1,1,NA,2,35,2,5,"21",20000,1,40,1,1,20000,NA,"Born in US","Private","No","Female","19-30"
"237",68,2,17,1,NA,NA,2,NA,2,5,"14",0,6,NA,2,1,0,NA,"Born in US",NA,"No","Female","14-18"
"238",104,1,35,4,1,1,NA,42,1,1,"21",125000,1,40,1,2,125000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"239",101,2,36,5,1,2,2,55,1,1,"21",67000,1,45,1,2,67000,"Well","Not a citizen of the US","Private","No","Female","31-64"
"240",88,1,4,1,NA,NA,NA,NA,NA,5,"02",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"241",69,2,59,1,4,NA,NA,60,2,5,"18",24000,1,39,1,1,24000,NA,"Born in US","Government",NA,"Female","31-64"
"242",62,1,0,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"243",134,2,27,1,1,1,2,10,1,1,"19",50000,1,40,1,1,50020,"Very Well","Born in US","Private","No","Female","19-30"
"244",170,1,30,1,1,1,NA,NA,1,1,"16",72000,2,40,1,1,72020,"Very Well","Born in US","Private",NA,"Male","19-30"
"245",168,1,11,1,NA,1,NA,NA,1,5,"08",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"246",122,2,7,1,NA,1,NA,NA,1,5,"04",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"247",219,1,55,5,NA,2,NA,NA,1,1,"16",0,6,NA,2,2,3610,"Well","Not a citizen of the US",NA,NA,"Male","31-64"
"248",214,2,55,5,NA,3,NA,NA,1,1,"12",0,6,NA,2,2,2410,"Not Well","Not a citizen of the US",NA,NA,"Female","31-64"
"249",72,1,57,4,6,2,NA,NA,1,1,"12",0,2,40,1,2,80050,"Well","US Citizen by Naturalization","Self-Employed",NA,"Male","31-64"
"250",75,2,52,4,6,2,NA,NA,1,1,"12",0,2,40,1,2,56100,"Well","US Citizen by Naturalization","Self-Employed",NA,"Female","31-64"
"251",81,1,29,1,1,1,NA,NA,1,5,"21",120000,2,40,1,1,120500,"Very Well","Born in US","Private",NA,"Male","19-30"
"252",78,2,23,1,NA,1,2,NA,1,5,"19",0,6,NA,2,1,0,"Very Well","Born in US",NA,"No","Female","19-30"
"253",72,2,13,1,NA,1,NA,NA,1,5,"10",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"254",65,1,16,1,NA,1,NA,NA,1,5,"13",0,6,NA,2,1,0,"Very Well","Born in US",NA,NA,"Male","14-18"
"255",72,2,13,1,NA,1,NA,NA,1,5,"10",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"256",70,2,69,1,3,1,NA,NA,1,3,"19",0,6,NA,2,1,46500,"Very Well","Born in US","Government",NA,"Female","65-75"
"257",79,1,26,1,1,NA,NA,60,2,5,"20",7000,1,40,1,1,7500,NA,"Born in US","Private",NA,"Male","19-30"
"258",68,2,24,1,1,NA,2,15,2,5,"18",11000,1,15,1,1,12000,NA,"Born in US","Private","No","Female","19-30"
"259",178,2,28,1,1,1,2,15,1,1,"19",48000,1,40,1,1,48010,"Very Well","Born in US","Private","No","Female","19-30"
"260",136,1,34,1,1,1,NA,20,1,1,"16",56000,1,40,1,1,56010,"Very Well","Born in US","Private",NA,"Male","31-64"
"261",154,1,4,1,NA,NA,NA,NA,NA,5,"02",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"262",155,1,3,1,NA,NA,NA,NA,NA,5,"01",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"263",98,1,52,4,6,2,NA,25,1,1,"21",80000,1,50,1,2,110000,"Well","US Citizen by Naturalization","Self-Employed",NA,"Male","31-64"
"264",105,2,51,4,NA,2,NA,NA,1,1,"21",0,6,NA,2,2,10000,"Well","US Citizen by Naturalization",NA,NA,"Female","31-64"
"265",58,1,50,5,1,2,NA,15,1,1,"17",52000,1,40,1,2,52000,"Well","Not a citizen of the US","Private",NA,"Male","31-64"
"266",63,2,47,5,NA,4,2,NA,1,1,"16",0,6,NA,2,2,0,"Not at all","Not a citizen of the US",NA,"No","Female","31-64"
"267",63,1,18,5,NA,1,NA,NA,1,5,"14",0,6,NA,2,2,0,"Very Well","Not a citizen of the US",NA,NA,"Male","14-18"
"268",52,1,16,5,NA,1,NA,NA,1,5,"12",0,6,NA,2,2,0,"Very Well","Not a citizen of the US",NA,NA,"Male","14-18"
"269",86,1,82,5,NA,4,NA,NA,1,2,"01",0,6,NA,2,2,0,"Not at all","Not a citizen of the US",NA,NA,"Male","over 75"
"270",86,1,56,4,1,1,NA,40,1,3,"21",72000,1,41,1,2,72040,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"271",62,1,13,1,NA,1,NA,NA,1,5,"11",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"272",91,2,48,5,1,1,2,NA,1,3,"17",0,6,NA,2,2,0,"Very Well","Not a citizen of the US","Private","No","Female","31-64"
"273",67,2,42,1,1,NA,2,40,2,5,"21",72000,1,40,1,1,72000,NA,"Born in US","Private","No","Female","31-64"
"274",81,2,94,4,NA,1,NA,NA,1,2,"22",0,6,NA,2,2,91100,"Very Well","US Citizen by Naturalization",NA,NA,"Female","over 75"
"275",73,1,36,5,1,3,NA,60,1,1,"21",90000,1,50,1,2,90000,"Not Well","Not a citizen of the US","Private",NA,"Male","31-64"
"276",71,2,37,5,1,3,2,NA,1,1,"20",0,6,NA,2,2,0,"Not Well","Not a citizen of the US","Private","No","Female","31-64"
"277",58,1,6,1,NA,2,NA,NA,1,5,"03",NA,NA,NA,NA,1,NA,"Well","Born in US",NA,NA,"Male","6-13"
"278",66,1,3,1,NA,NA,NA,NA,NA,5,"02",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"279",350,2,36,4,1,1,2,15,1,1,"21",98000,1,32,1,2,101000,"Very Well","US Citizen by Naturalization","Private","No","Female","31-64"
"280",342,1,37,4,1,1,NA,NA,1,1,"22",120000,2,40,1,2,123000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"281",281,1,8,1,NA,NA,NA,NA,2,5,"05",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"282",283,1,5,1,NA,NA,NA,NA,2,5,"03",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"283",323,1,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"284",401,2,68,5,NA,2,NA,NA,1,3,"16",0,6,NA,2,2,8700,"Well","Not a citizen of the US",NA,NA,"Female","65-75"
"285",171,1,34,4,1,1,NA,NA,1,1,"24",150000,2,40,1,2,155000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"286",148,2,31,4,1,1,2,NA,1,1,"22",120000,2,40,1,2,125000,"Very Well","US Citizen by Naturalization","Private","No","Female","31-64"
"287",43,2,55,1,1,NA,NA,30,2,1,"19",50000,1,40,1,1,50000,NA,"Born in US","Private",NA,"Female","31-64"
"288",38,1,65,1,1,NA,NA,30,2,1,"19",60000,1,40,1,1,60000,NA,"Born in US","Private",NA,"Male","65-75"
"289",92,2,54,4,1,2,NA,70,1,1,"21",1e+05,1,42,1,2,1e+05,"Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"290",88,1,53,5,1,2,NA,NA,1,1,"22",65000,1,40,1,2,65000,"Well","Not a citizen of the US","Private",NA,"Male","31-64"
"291",39,2,65,1,3,1,NA,NA,1,2,"23",0,6,NA,2,1,67000,"Very Well","Born in US","Government",NA,"Female","65-75"
"292",64,1,58,4,6,1,NA,6,1,1,"21",86000,1,48,1,2,117000,"Very Well","US Citizen by Naturalization","Self-Employed",NA,"Male","31-64"
"293",62,2,59,4,1,1,NA,25,1,1,"20",76000,1,40,1,2,76000,"Very Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"294",112,1,32,1,6,1,NA,NA,1,5,"18",0,6,30,2,1,40000,"Very Well","Born in US","Self-Employed",NA,"Male","31-64"
"295",92,1,28,1,6,1,NA,30,1,5,"17",0,1,6,1,1,30000,"Very Well","Born in US","Self-Employed",NA,"Male","19-30"
"296",160,2,49,1,NA,NA,2,NA,2,1,"19",0,6,NA,NA,1,0,NA,"Born in US",NA,"No","Female","31-64"
"297",161,1,50,1,1,NA,NA,30,2,1,"19",250000,1,50,NA,1,255000,NA,"Born in US","Private",NA,"Male","31-64"
"298",185,2,15,1,NA,NA,2,NA,2,5,"11",0,NA,NA,NA,1,0,NA,"Born in US",NA,"No","Female","14-18"
"299",148,1,11,1,NA,NA,NA,NA,2,5,"07",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"300",47,1,63,4,1,1,NA,60,1,1,"19",60000,1,40,1,2,60000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"301",46,2,58,1,1,1,NA,15,1,1,"21",30000,1,40,1,1,30000,"Very Well","Born in US","Private",NA,"Female","31-64"
"302",27,1,78,4,NA,2,NA,NA,1,1,"21",0,6,NA,2,2,37700,"Well","US Citizen by Naturalization",NA,NA,"Male","over 75"
"303",27,2,73,4,NA,2,NA,NA,1,1,"21",0,6,NA,2,2,24630,"Well","US Citizen by Naturalization",NA,NA,"Female","65-75"
"304",64,1,48,4,1,3,NA,60,1,5,"21",74000,1,40,1,2,74200,"Not Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"305",62,2,36,1,1,NA,2,NA,2,1,"19",140000,1,45,1,1,140000,NA,"Born in US","Private","No","Female","31-64"
"306",56,1,39,1,1,NA,NA,30,2,1,"21",150000,1,50,1,1,150000,NA,"Born in US","Private",NA,"Male","31-64"
"307",59,2,8,1,NA,NA,NA,NA,2,5,"04",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","6-13"
"308",60,2,7,1,NA,NA,NA,NA,2,5,"03",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","6-13"
"309",77,2,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"310",219,1,42,4,1,2,NA,NA,1,1,"16",42000,2,40,1,2,42020,"Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"311",181,2,41,5,1,2,2,NA,1,1,"12",38000,2,40,1,2,38020,"Well","Not a citizen of the US","Private","No","Female","31-64"
"312",183,1,19,1,1,1,NA,NA,1,5,"16",36000,2,40,1,1,36010,"Very Well","Born in US","Private",NA,"Male","19-30"
"313",161,2,10,1,NA,1,NA,NA,1,5,"07",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"314",131,1,51,5,1,1,NA,30,1,1,"22",180000,1,40,1,2,180000,"Very Well","Not a citizen of the US","Private",NA,"Male","31-64"
"315",130,2,53,5,NA,1,NA,NA,1,1,"22",0,6,NA,2,2,0,"Very Well","Not a citizen of the US",NA,NA,"Female","31-64"
"316",51,2,70,4,5,1,NA,NA,1,1,"21",0,6,NA,2,2,39600,"Very Well","US Citizen by Naturalization","Government",NA,"Female","65-75"
"317",70,1,71,4,NA,1,NA,NA,1,1,"21",0,6,NA,2,2,38100,"Very Well","US Citizen by Naturalization",NA,NA,"Male","65-75"
"318",158,1,51,1,6,1,NA,40,1,1,"21",0,1,40,1,1,50000,"Very Well","Born in US","Self-Employed",NA,"Male","31-64"
"319",171,2,51,4,6,1,NA,40,1,1,"21",0,1,40,1,2,35000,"Very Well","US Citizen by Naturalization","Self-Employed",NA,"Female","31-64"
"320",187,1,22,1,NA,1,NA,NA,1,5,"19",0,6,NA,2,1,0,"Very Well","Born in US",NA,NA,"Male","19-30"
"321",188,1,20,1,NA,1,NA,NA,1,5,"19",0,6,NA,2,1,0,"Very Well","Born in US",NA,NA,"Male","19-30"
"322",117,2,47,4,3,NA,2,10,2,1,"21",67000,1,50,1,2,67000,NA,"US Citizen by Naturalization","Government","No","Female","31-64"
"323",107,1,47,1,3,NA,NA,75,2,1,"22",92000,1,48,1,1,92000,NA,"Born in US","Government",NA,"Male","31-64"
"324",80,1,12,1,NA,NA,NA,NA,2,5,"09",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"325",80,1,10,1,NA,NA,NA,NA,2,5,"07",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"326",78,2,10,1,NA,NA,NA,NA,2,5,"07",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","6-13"
"327",198,1,43,5,1,2,NA,NA,1,1,"16",50000,2,40,1,2,50010,"Well","Not a citizen of the US","Private",NA,"Male","31-64"
"328",164,2,35,5,1,2,2,NA,1,1,"16",48000,2,40,1,2,48010,"Well","Not a citizen of the US","Private","No","Female","31-64"
"329",156,2,16,1,NA,1,2,NA,1,5,"13",0,6,NA,2,1,0,"Very Well","Born in US",NA,"No","Female","14-18"
"330",197,1,12,1,NA,1,NA,NA,1,5,"10",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"331",146,2,7,1,NA,1,NA,NA,1,5,"05",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"332",54,1,65,4,1,1,NA,NA,1,1,"21",0,6,NA,2,2,23500,"Very Well","US Citizen by Naturalization","Private",NA,"Male","65-75"
"333",39,2,66,4,3,1,NA,10,1,1,"21",22000,1,25,1,2,37200,"Very Well","US Citizen by Naturalization","Government",NA,"Female","65-75"
"334",209,1,39,5,1,1,NA,NA,1,1,"21",120000,2,40,1,2,120300,"Very Well","Not a citizen of the US","Private",NA,"Male","31-64"
"335",193,2,33,5,NA,1,2,NA,1,1,"21",0,6,NA,2,2,50,"Very Well","Not a citizen of the US",NA,"No","Female","31-64"
"336",218,2,9,5,NA,1,NA,NA,1,5,"06",NA,NA,NA,NA,2,NA,"Very Well","Not a citizen of the US",NA,NA,"Female","6-13"
"337",108,2,56,1,NA,NA,NA,NA,2,1,"21",0,6,NA,2,1,0,NA,"Born in US",NA,NA,"Female","31-64"
"338",108,1,56,1,1,NA,NA,60,2,1,"21",565000,1,50,1,1,625000,NA,"Born in US","Private",NA,"Male","31-64"
"339",37,1,48,1,1,NA,NA,60,2,1,"24",225000,1,50,1,1,228700,NA,"Born in US","Private",NA,"Male","31-64"
"340",64,2,44,1,1,NA,2,20,2,1,"23",180000,1,40,1,1,180050,NA,"Born in US","Private","No","Female","31-64"
"341",95,2,10,1,NA,NA,NA,NA,2,5,"07",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","6-13"
"342",68,1,9,1,NA,NA,NA,NA,2,5,"05",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"343",95,1,82,4,3,NA,NA,NA,2,1,"23",0,6,NA,2,2,85700,NA,"US Citizen by Naturalization","Government",NA,"Male","over 75"
"344",157,1,42,1,NA,NA,NA,NA,2,5,"18",0,6,NA,2,1,0,NA,"Born in US",NA,NA,"Male","31-64"
"345",157,1,39,1,NA,NA,NA,NA,2,5,"18",0,6,NA,2,1,3000,NA,"Born in US",NA,NA,"Male","31-64"
"346",93,2,31,1,1,NA,2,30,2,5,"19",50000,1,24,1,1,50000,NA,"Born in US","Private","No","Female","31-64"
"347",29,1,61,1,1,NA,NA,30,2,5,"20",82000,1,38,1,1,143400,NA,"Born in US","Private",NA,"Male","31-64"
"348",30,2,23,1,NA,NA,2,NA,2,1,"16",0,6,NA,2,1,0,NA,"Born in US",NA,"No","Female","19-30"
"349",47,2,3,1,NA,NA,NA,NA,NA,5,"01",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"350",43,1,25,5,1,NA,NA,30,2,1,"18",58000,1,40,1,2,58000,NA,"Not a citizen of the US","Private",NA,"Male","19-30"
"351",30,2,64,1,NA,NA,NA,NA,2,4,"18",0,6,NA,2,1,16900,NA,"Born in US",NA,NA,"Female","31-64"
"352",65,2,59,1,1,NA,NA,15,2,1,"16",50000,1,40,1,1,50000,NA,"Born in US","Private",NA,"Female","31-64"
"353",59,1,62,1,1,NA,NA,15,2,1,"16",47000,1,40,1,1,47000,NA,"Born in US","Private",NA,"Male","31-64"
"354",106,2,80,1,NA,NA,NA,NA,2,2,"16",0,6,NA,2,1,27400,NA,"Born in US",NA,NA,"Female","over 75"
"355",67,1,67,4,NA,2,NA,NA,1,1,"21",0,6,NA,2,2,21300,"Well","US Citizen by Naturalization",NA,NA,"Male","65-75"
"356",62,2,61,4,1,1,NA,60,1,1,"21",11300,1,25,1,2,11300,"Very Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"357",44,1,62,4,3,1,NA,25,1,1,"16",48000,1,40,1,2,48000,"Very Well","US Citizen by Naturalization","Government",NA,"Male","31-64"
"358",55,2,65,5,NA,1,NA,NA,1,1,"16",0,6,NA,2,2,10300,"Very Well","Not a citizen of the US",NA,NA,"Female","65-75"
"359",38,1,76,4,NA,2,NA,NA,1,1,"21",0,6,NA,2,2,11400,"Well","US Citizen by Naturalization",NA,NA,"Male","over 75"
"360",38,2,72,4,NA,1,NA,NA,1,1,"22",0,6,NA,2,2,5300,"Very Well","US Citizen by Naturalization",NA,NA,"Female","65-75"
"361",82,1,43,1,3,NA,NA,40,2,5,"21",45000,1,40,1,1,45000,NA,"Born in US","Government",NA,"Male","31-64"
"362",86,1,34,1,1,NA,NA,60,2,5,"22",65000,1,40,1,1,65000,NA,"Born in US","Private",NA,"Male","31-64"
"363",40,2,58,4,1,1,NA,40,1,5,"20",104000,1,40,1,2,104000,"Very Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"364",59,1,35,1,2,NA,NA,45,2,1,"21",80000,1,36,1,1,80000,NA,"Born in US","Private",NA,"Male","31-64"
"365",41,2,84,3,NA,4,NA,NA,1,2,"05",0,6,NA,2,1,24300,"Not at all","Born Abroad by American Parent",NA,NA,"Female","over 75"
"366",43,2,8,1,NA,NA,NA,NA,2,5,"05",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","6-13"
"367",46,1,6,1,NA,NA,NA,NA,2,5,"03",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"368",53,2,36,1,1,NA,2,NA,2,1,"16",5000,3,40,2,1,5000,NA,"Born in US","Private","No","Female","31-64"
"369",45,1,65,1,3,NA,NA,20,2,3,"19",4700,1,40,1,1,19100,NA,"Born in US","Government",NA,"Male","65-75"
"370",59,2,60,1,1,NA,NA,NA,2,1,"21",0,6,NA,2,1,5500,NA,"Born in US","Private",NA,"Female","31-64"
"371",59,1,62,4,1,NA,NA,NA,2,1,"16",0,6,NA,2,2,49100,NA,"US Citizen by Naturalization","Private",NA,"Male","31-64"
"372",75,1,53,4,1,1,NA,60,1,1,"22",250000,1,50,1,2,250100,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"373",74,2,50,4,7,1,2,NA,1,1,"21",0,6,NA,2,2,0,"Very Well","US Citizen by Naturalization","Self-Employed","No","Female","31-64"
"374",56,2,16,1,NA,NA,2,NA,2,5,"14",0,6,NA,2,1,0,NA,"Born in US",NA,"No","Female","14-18"
"375",71,1,58,4,1,2,NA,30,1,1,"16",55000,1,40,1,2,55000,"Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"376",85,2,51,4,1,2,NA,40,1,1,"19",65000,1,40,1,2,65000,"Well","US Citizen by Naturalization","Private",NA,"Female","31-64"
"377",104,1,25,1,1,NA,NA,60,2,5,"21",65000,1,46,1,1,65000,NA,"Born in US","Private",NA,"Male","19-30"
"378",85,1,21,1,1,NA,NA,10,2,5,"16",8000,1,12,1,1,8000,NA,"Born in US","Private",NA,"Male","19-30"
"379",68,2,43,1,3,NA,2,15,2,1,"22",99000,1,40,1,1,99000,NA,"Born in US","Government","No","Female","31-64"
"380",68,1,45,4,1,NA,NA,60,2,1,"20",124000,1,40,1,2,125800,NA,"US Citizen by Naturalization","Private",NA,"Male","31-64"
"381",65,2,16,1,NA,NA,2,NA,2,5,"13",0,6,NA,2,1,100,NA,"Born in US",NA,"No","Female","14-18"
"382",65,2,15,1,NA,NA,2,NA,2,5,"12",0,NA,NA,NA,1,100,NA,"Born in US",NA,"No","Female","14-18"
"383",69,2,11,1,NA,NA,NA,NA,2,5,"09",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","6-13"
"384",67,1,58,1,1,NA,NA,15,2,1,"20",125000,1,40,1,1,125000,NA,"Born in US","Private",NA,"Male","31-64"
"385",70,1,26,1,NA,NA,NA,NA,2,5,"16",0,6,NA,2,1,0,NA,"Born in US",NA,NA,"Male","19-30"
"386",66,1,21,1,NA,NA,NA,NA,2,5,"19",0,6,NA,2,1,0,NA,"Born in US",NA,NA,"Male","19-30"
"387",112,1,48,1,1,NA,NA,15,2,4,"18",126000,1,40,1,1,126020,NA,"Born in US","Private",NA,"Male","31-64"
"388",140,2,22,1,1,NA,2,NA,2,5,"19",0,6,NA,2,1,6200,NA,"Born in US","Private","No","Female","19-30"
"389",125,1,17,1,1,NA,NA,NA,2,5,"14",3600,1,20,1,1,3600,NA,"Born in US","Private",NA,"Male","14-18"
"390",123,2,28,1,1,NA,2,50,2,5,"21",50000,1,36,1,1,50000,NA,"Born in US","Private","No","Female","19-30"
"391",190,2,28,3,1,NA,2,45,2,5,"22",70000,1,40,1,1,70000,NA,"Born Abroad by American Parent","Private","No","Female","19-30"
"392",115,1,31,1,1,NA,NA,65,2,5,"20",85000,1,45,1,1,85000,NA,"Born in US","Private",NA,"Male","31-64"
"393",159,2,94,1,NA,NA,NA,NA,2,2,"11",0,6,NA,2,1,16800,NA,"Born in US",NA,NA,"Female","over 75"
"394",156,2,60,1,1,NA,NA,NA,2,5,"19",0,3,NA,2,1,0,NA,"Born in US","Private",NA,"Female","31-64"
"395",99,2,28,4,1,1,2,25,1,5,"19",2600,1,35,1,2,2600,"Very Well","US Citizen by Naturalization","Private","No","Female","19-30"
